"고유번호","언어","상호명","콘텐츠URL","주소","신주소","전화번호","팩스번호","웹사이트","운영시간","운영요일","휴무일","교통정보","태그","장애인편의시설"
"49290","ko","을지로3가역 물품보관소","https://korean.visitseoul.net/attractions/LuggageStorage12/KOPhp6fgz?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPhp6fgz"," 서울 중구 을지로3가 347-3 ","04550 서울 중구 을지로 지하 106 (을지로3가역 2호선) ","","","","","","","","을지로3가역 물품보관소",""
"27229","ko","DDP 관광안내소","https://korean.visitseoul.net/attractions/DDP-관광안내소/KOP027229?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP027229","100-197 서울 중구 을지로7가 2-1 ","04566 서울 중구 을지로 281 (을지로7가, 디자인장터) 지하 2층 종합안내소","+82-2-2153-0307","","http://www.sta.or.kr","10:00~19:00","","설날?추석 당일 휴무","2?4?5호선 동대문역사문화공원역 1번 출구 1호선 동대문역 8번 출구","안내,DDP-관광안내소,관광안내소,DDP,여행,안내소,동대문디자인플라자",""
"23761","ko","돈의문 박물관 마을","https://korean.visitseoul.net/attractions/doneuimunmuseumvillage/KOP023761?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP023761","110-062 서울 종로구 신문로2가 7-22 ","03178 서울 종로구 송월길 14-3 (신문로2가, 국도빌딩) ","02-739-6994","","http://dmvillage.info/","10:00~19:00","화요일~일요일","월요일, 1월1일","지하철 5호선 서대문역 4번 출구, 349m","서울100년시간여행놀이터,돈의문시간여행,교육,돈의문박물관마을,전시,서대문역,돈의문마켓,돈의문",""
"49409","ko","짐프리 물품보관소","https://korean.visitseoul.net/attractions/LuggageStorage35/KOPv19yx8?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPv19yx8"," 서울 마포구 동교동 159-5 ","03995 서울 마포구 양화로 161 (동교동, 케이스퀘어) ","","","","","","","","짐프리 물품보관소",""
"33266","ko","용산공예관","https://korean.visitseoul.net/attractions/공예문화의-과거와-현재-도시와-도시를-이어주는-네트워크-플랫폼--용산공예관/KOP033266?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP033266"," 서울 용산구 한남동 728-10 ","04399 서울 용산구 이태원로 274 (한남동, 용산공예관) ","02-2199-6180 ","","http://crafts.yongsan.go.kr/","10:00~19:00","화요일~일요일","매주 월요일 및 법정공휴일","6호선 한강진역 3번 출구에서 약 150m (도보 2분)","용산구,용산여행,공방,공예, 용산관광지,체험,교육,용산투어, 전통공예,전시",""
"43445","ko","자성당약국","https://korean.visitseoul.net/attractions/2023012/KOPr3kbck?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPr3kbck"," 서울 강서구 공항동 18-80 ","07616 서울 강서구 방화대로21길 76 (공항동) ","02-2662-0555","","","월요일-토요일 09:00~21:00, 일요일 09:00~18:00","매일","공휴일","지하철 9호선 공항시장역 3번 출구,  201m","공항시장역,방화,김포공항,건강,약국,오래가게",""
"37044","ko","KCDF갤러리","https://korean.visitseoul.net/attractions/KCDF갤러리/KOP037044?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP037044"," 서울 종로구 관훈동 182-2 ","03145 서울 종로구 인사동11길 8 (관훈동, 공예종합유통지원센터) ","02-732-9382","","https://www.kcdf.or.kr","- 전시장 화요일~일요일 10:00~18:00 - 공예정원 화요일~일요일 10:00 ~ 19:00 (휴게시간 12:00 ~ 13:00) - KCDF 자료실  화요일~금요일 09:00~18:00, 토요일 10:00~19:00 (12:00~13:00 점심시간)","매일","","지하철 3호선 안국역 6번 출구,  380m","한국공예디자인문화진흥원,kcdf,공예전문갤러리,디자인,공예",""
"46812","ko","THEO 띠오","https://korean.visitseoul.net/attractions/THEO/KOP9q04ig?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP9q04ig"," 서울 강남구 삼성동 124-16  ","06156 서울 강남구 봉은사로68길 55-3 (삼성동, BANG2011)  지하 1층","02-556-7290","","https://gallerytheo.com/","13:00~19:00","화요일~토요일","월요일, 일요일, 공휴일","지하철9호선 삼성중앙역 6번출구,  539m","갤러리,THEO,삼성동전시회,미술관,무료전시,선정릉,전시회",""
"28338","ko","ECC(Ewha Campus Complex)","https://korean.visitseoul.net/attractions/ECCEwha-Campus-Complex/KOP028338?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP028338","120-750 서울 서대문구 대현동 11-1 ","03760 서울 서대문구 이화여대길 52 (대현동, 이화여자대학교) ","","","","","","","지하철 2호선 이대역 3번 출구,  500m"," 전시관,ECC, EwhaCampusComplex, 공연, 독서실,이화여자대학교, 강의실, 이대, 홍대",""
"2084","ko","가나아트센터","https://korean.visitseoul.net/attractions/가나아트센터/KOP002082?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002082","110-846 서울 종로구 평창동 97 ","03004 서울 종로구 평창30길 28 (가나아트센타) ","02-720-1020","","http://www.ganaart.com","10:00 - 19:00","화요일~일요일","월요일","지하철 5호선 광화문역 2번 출구/지하철 3호선 경복궁역 3번 출구,  버스 1020, 1711번을 타고 롯데아파트에서 하차,  150m","미술관,가나아트센터,종로갤러리,경복궁역,심상풍경,아트센터,윤종석,문화,예술,김종구",""
"10611","ko","가미분식","https://korean.visitseoul.net/attractions/가미분식/KOP010608?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP010608"," 서울 서대문구 대현동 54-1 ","03767 서울 서대문구 이화여대8길 2 무궁화상가아파트 ","02-364-3948","","","10:00~20:30","월요일~화요일, 목요일~일요일","수요일","지하철 2호선 이대역 3번 출구,  207m","오래가게,분식,면요리,얼큰우동,주먹밥,이대",""
"46873","ko","가봉루","https://korean.visitseoul.net/attractions/Gabongnu/KOP1y7wri?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP1y7wri"," 서울 종로구 당주동 168 ","03182 서울 종로구 새문안로5길 5-27 (당주동, 당주빌딩) ","02-736-8100","","","11:30~21:00","월요일-토요일","일요일","지하철 5호선 광화문역 8번 출구,  109m","오래가게,고기튀김,한국식중식,중식,종로,짜장면",""
"27812","ko","가원공방","https://korean.visitseoul.net/attractions/가원공방/KOP027812?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP027812"," 서울 종로구 봉익동 23 ","03138 서울 종로구 돈화문로6나길 45 (봉익동) ","02-814-0250","","http://www.gawoncraft.co.kr/","월요일~금요일 10:30~19:00","평일","주말 정기휴무","지하철 1/3/5호선 종로 3가역 8번 출구,  54m","옥공예, 종로, 전통, 종로귀금속거리,오래가게, 공방, 종로5",""
"38858","ko","가을단풍길(월드컵로)","https://korean.visitseoul.net/attractions/가을단풍길월드컵로/KOP038858?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP038858"," 서울 마포구 상암동 1730 ","03906 서울 마포구 월드컵로42길 9-1 (가로판매대07) ","","","","","","","","월드컵로가을단풍길,서울가을단풍명소,서울산책하기좋은길,서울산책코스,서울드라이브코스,단풍명소추천,강아지산책코스,월드컵로,서울단풍,가을산책하기좋은길,가을단풍길",""
"18912","ko","가회민화박물관　","https://korean.visitseoul.net/attractions/가회민화박물관/KOP018912?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP018912","110-260 서울 종로구 가회동 28 ","03056 서울 종로구 북촌로 52 (가회동) 가회민화박물관","02-741-0466","","http://www.gahoemuseum.org/new/","10:00 ~ 18:00  * 관람 시 종료 40분 전까지 입장 * 체험 시 종료 1시간 전까지 입장","화요일 ~ 일요일","월요일 ","지하철 3호선 안국역 2번 출구,  496m"," 전시,북촌, 가회민화박물관,안국역, 전통, 북촌한옥마을,민화, 가회동,부적관계, 광화문,민화박물관, 박물관, 민속품",""
"29715","ko","개미슈퍼","https://korean.visitseoul.net/attractions/개미슈퍼/KOP029715?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP029715"," 서울 용산구 서계동 39 ","04303 서울 용산구 청파로85길 31 (서계동) ","02-714-3383","","","평일 09:00~01:00","","1, 3번째주 일요일","지하철 1/4호선/공항철도/경의중앙선/GTX-A  서울역 15번 출구,  326m"," 청파동, 서울역, 추억, 마트,슈퍼,오래가게, 외국인명소",""
"44111","ko","갤러리 지우헌","https://korean.visitseoul.net/attractions/GalleryJiwooheon/KOPxj9byw?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPxj9byw"," 서울 종로구 가회동 31-94 ","03052 서울 종로구 북촌로11라길 13 (가회동) ","0507-1342-7964","","https://www.instagram.com/jiwooheon_dh/","화요일~토요일 10:00~18:00 (휴게시간 12:30~13:30)","","매주 일요일, 월요일, 공휴일","지하철 3호선 안국역 2번 출구,  839m","한옥갤러리,북촌한옥마을,서울우수한옥,삼청동갤러리",""
"2247","ko","갤러리 팩토리","https://korean.visitseoul.net/attractions/대안-공간-팩토리/KOP002247?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002247"," 서울 종로구 창성동 127-3 ","03043 서울 종로구 자하문로10길 15 ","02-733-4883","","http://factory483.org","11:00 - 19:00 (전시별상이)","화요일~일요일 ","월요일","지하철 3호선 경복궁역 3번 출구,  459m","예술,갤러리팩토리,전시,상수역,시각예술,광화문,퍼블릭아트,아트숍,팩토리2,경복궁,미술,갤러리,창성동",""
"1872","ko","갤러리 학고재","https://korean.visitseoul.net/attractions/갤러리-학고재/KOP001871?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001871"," 서울 종로구 소격동 70","03053 서울특별시 종로구 삼청로 50 (소격동) ","02-720-1524","","http://www.hakgojae.com","10:00~18:00","화요일~일요일","월요일","지하철 3호선 안국역 1번 출구, 751m","갤러리, 북촌, 종로구,소격동, 학고재,안국역,인사동, 삼청동갤러리,문화, 미술관, 북촌갤러리",""
"1694","ko","갤러리 현대","https://korean.visitseoul.net/attractions/갤러리-현대/KOP001694?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001694","110-190 서울 종로구 사간동 80 ","03062 서울 종로구 삼청로 14 (사간동, 현대갤러리) ","02-2287-3500","","http://www.galleryhyundai.com/","10:00~18:00","화요일 ~ 일요일","월요일","지하철 3호선 안국역 1번 출구,  595m "," 사간동, 전시, 두가헌, 안국역, 광화문, 미술관,갤러리,경복궁역,갤러리현대, 근현대미술,현대갤러리, 두가헌갤러리",""
"46391","ko","갤러리모순","https://korean.visitseoul.net/attractions/2024-mosoon/KOPxua216?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPxua216"," 서울 중구 정동 1-28 ","04518 서울 중구 정동길 33 (정동, 신아일보) 203호 ","0507-1436-0433","","https://www.mosoon.co/","12:00~18:00","화요일 ~ 토요일","일요일, 월요일 ","지하철 1/2호선 시청역 12번 출구,  507m","신아기념관,정동,갤러리,정동길,덕수궁돌담길",""
"50409","ko","갤러리조선","https://korean.visitseoul.net/attractions/gallerychosun/KOP5hau1h?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP5hau1h"," 서울 종로구 소격동 125 ","03053 서울 종로구 북촌로5길 64 (소격동) ","02-723-7133","","https://www.gallerychosun.com/ko/","10:30-18:30","","매주 월요일","지하철 3호선 안국역 2번출구, 582m","삼천동전시,갤러리조선,서울전시,삼청동갤러리,안국역,현대미술,MZ콜렉터",""
"1961","ko","겸재정선미술관","https://korean.visitseoul.net/attractions/겸재정선미술관/KOP001961?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001961","157-801 서울 강서구 마곡동 815 ","07522 서울 강서구 양천로47길 36 (가양동, 겸재정선미술관) ","02-2659-2206","","https://culture.gangseo.seoul.kr/gsfc/main/contents.do?menuNo=800054","화요일~금요일 10:00 ~ 18:00 토요일~일요일 10:00 ~ 17:00 ","화요일~일요일 ","- 설, 추석의 전, 후일(명절 당일은 휴관) -어린이날, 삼일절, 광복절, 개천절, 한글날 ","지하철 9호선 양천향교역 1번 출구,  487m","양천향교역, 겸재성선미술관, 영화감상회,문화, 미술관, 가양동, 전시,정선, 서울식물원화가정선",""
"1151","ko","경교장","https://korean.visitseoul.net/attractions/경교장/KOP001151?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001151","110-746 서울 종로구 평동 108-1 ","03181 서울 종로구 새문안로 29 (경교장) ","02-735-2038","","https://museum.seoul.go.kr/www/intro/annexIntro/annex_21/annex_21_01.jsp?sso=ok","09:00 ~ 18:00 (17:30까지 입장 가능)","화요일~일요일 ","-월요일 -1월 1일","지하철 5호선 서대문역 4번 출구,  325m"," 백범김구,유적지,임시정부청사, 서대문역, 광화문, 독립문역,경교장, 역사,종로구",""
"46608","ko","경국사 ","https://korean.visitseoul.net/attractions/2024-kgtemple/KOPkxi16h?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPkxi16h"," 서울 성북구 정릉동 751 ","02705 서울 성북구 보국문로 113-10 (정릉동, 경국사) ","02-914-2828","","https://www.templestay.com/fe/MI000000000000000062/temple/introView.do?templeIdTmp=Kyungguksa","","","","지하철 우이신설선 북한산보국문역 2번 출구,  252m ","절,불교,북한산,삼각산,사찰,경국사",""
"72","ko","경복궁","https://korean.visitseoul.net/attractions/경복궁/KOP000072?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP000072","110-820 서울 종로구 세종로 1-1 ","03045 서울 종로구 사직로 161 (세종로, 경복궁) ","02-3700-3900","","https://royal.cha.go.kr/ROYAL/contents/menuInfo-gbg.do?grpCode=gbg","1월 ~ 2월 : 09:00~17:00(입장마감 16:00)  3월 ~ 5월 : 09:00~18:00(입장마감 17:00)  6월 ~ 8월 : 09:00~18:30(입장마감 17:30)  9월 ~ 10월 : 09:00~18:00(입장마감 17:00)  11월 ~ 12월 : 09:00~17:00(입장마감 16:00) ※ 기관 사정에 따라 관람시간 단축 및 조정이 있을 수 있습니다.  ","","화요일","지하철 5호선 광화문역 2번 출구,  471m  지하철 3호선 경복궁역 5번 출구,  216m","서울데이트,한국역사적명소,경복궁입장료,서울가볼만한곳,한국문화,한국전통,서울볼거리,서울나들이,경복궁,서울명소,서울궁궐,서울관광지,서울여행","장애인 전용 주차장,접근가능,장애인 안내(휠체어 대여 및 기타),장애인화장실"
"49193","ko","경복궁역 물품보관소","https://korean.visitseoul.net/attractions/LuggageStorage4/KOPddzb15?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPddzb15"," 서울 종로구 적선동 81-1 ","03170 서울 종로구 사직로 지하 130 (적선동, 3호선 경복궁역) ","","","","","","","","경복궁역 물품보관소",""
"43488","ko","경은상사","https://korean.visitseoul.net/attractions/2023097/KOPhujesr?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPhujesr"," 서울 종로구 낙원동 288 ","03140 서울 종로구 삼일대로 428 낙원상가 2층 B-282호 ","0507-1341-6464","","http://acousticgt.co.kr/","월요일~토요일 10:00~19:00, 일요일 12:00~18:00","매일","없음","지하철 1/3/5호선 종로3가역 5번 출구,  106m","기타,종각역,일렉기타,오래가게,클래식기타,어쿠스틱기타,베이스기타",""
